QID,Wikidata_QID,Geni_IDs,Label,Description,Properties
Q152687,,,Amphon Annelids,Gaiad character,8
Q152688,,,Amphinomida Amphinomida,Gaiad character,7
Q152689,,,Sipuncula Sipuncula,Gaiad character,7
Q15269,,,Zhong Yu Men Zong Tai,,1
Q152690,,,Vermo Pleistoannelida,Gaiad character,8
Q152691,,,Errantius Errantia,Gaiad character,8
Q152692,,,Myzostomida Myzostomida,Gaiad character,7
Q152693,,,Phyllos the fast Phyllodocida,Gaiad character,7
Q152694,,,Eunice the vicious Eunicida,Gaiad character,7
Q152695,,,Eartha Pleistoannelida,Gaiad character,8
Q152696,,,Sapion Pleistoannelida,Gaiad character,8
Q152697,,,Hestia Siboglinidae,Gaiad character,8
Q152698,,,Orbinida Orbinida,Gaiad character,7
Q152699,,,Sabella the feathered Sabellida,Gaiad character,7
Q1527,,,Ophidiaria Ophidiiformes (cusk-eels),,8
Q15270,Q11530761,,Matsunoki Munenobu,,7
Q152700,,,Spiona the tentacled Spionidae,Gaiad character,7
Q152701,,,Riftia pachyptila Riftia pachyptila,Gaiad character,7
Q152702,,,Lamellibrachia Lamellibrachia,Gaiad character,7
Q152703,,,Terraclithia Terraclithia,Gaiad character,8
Q152704,,,Echiuron Echiura,Gaiad character,7
Q152705,,,Terrabella Terebellidae,Gaiad character,8
Q152706,,,Clitella Clitellata,Gaiad character,8
Q152707,,,Earthworms Earthworms,Gaiad character,7
Q152708,,,Leeches Leeches,Gaiad character,7
Q152709,,,Ishmael Scalidophora,Gaiad character,7
Q15271,,,Xi Da Lu Long Zhong,,1
Q152710,,,Isaac Cryptovermes,Gaiad character,9
Q152711,,,Nematus Nematoidea,Gaiad character,8
Q152712,,,Nematus Nematoda,Gaiad character,7
Q152713,,,Nemarth Nematomorpha,Gaiad character,7
Q152714,,,Lobopus Lobopoda,Gaiad character,9
Q152715,,,Onychodictyon Onychodictyon,Gaiad character,8
Q152716,,,Tactopus Onychodictyon,Gaiad character,8
Q152717,,,Xenu Onychodictyon,Gaiad character,8
Q152718,,,Gracilis Velvetclaw Antennacanthopodia,Gaiad character,8
Q152719,,,Xenianus Antennacanthopodia,Gaiad character,8
Q15272,,,Xiao Zao Chuan Zhong Jing,,1
Q152720,,,Microdictyon Microdictyon,Gaiad character,7
Q152721,,,Paucipodia Paucipodia,Gaiad character,7
Q152722,,,xenusion xenusion,Gaiad character,7
Q152723,,,diania diania,Gaiad character,7
Q152724,,,Cardios Cardios,Gaiad character,7
Q152725,,,Hallucigenia Hallucigenia,Gaiad character,8
Q152726,,,Sparsa Sparsa,Gaiad character,7
Q152727,,,Fortis Fortis,Gaiad character,7
Q152728,,,Hongmen Hongmen,Gaiad character,8
Q152729,,,Annika Annika,Gaiad character,8
Q15273,Q11460868,,Kobayashikawa Sadahira,,7
Q152730,,,velvet worms velvet worms,Gaiad character,7
Q152731,,,Luolishania Luolishania,Gaiad character,7
Q152732,,,Collins monster Collins monster,Gaiad character,7
Q152733,,,Ferreus Ironfoot Tactopoda,Gaiad character,8
Q152734,,,Ferox Ursus Tactopoda,Gaiad character,8
Q152735,,,Water Bears Water Bears,Gaiad character,7
Q152736,,,Hadranax Tactopoda,Gaiad character,7
Q152737,,,Gille Tactopoda,Gaiad character,8
Q152738,,,Kerygmachela Tactopoda,Gaiad character,8
Q152739,,,Pambdelurion Pambdelurion,Gaiad character,8
Q15274,,,Xiao Quan Shi Ping,,1
Q152740,,,Arthur Ironfoot Arthropods,Gaiad character,8
Q152741,,,Anomalos Anomalocarididae,Gaiad character,7
Q152742,,,Opabinia Opabinia,Gaiad character,7
Q152743,,,Arthropus the double-legged Arthropods,Gaiad character,8
Q152744,,,Fuxi Fuxianhuiida,Gaiad character,7
Q152745,,,Ferron Arthropods,Gaiad character,8
Q152746,,,Isoxys Isoxys,Gaiad character,7
Q152747,,,Megacheiron Megacheira,Gaiad character,8
Q152748,,,Euthyphro Euarthropoda,Gaiad character,8
Q152749,,,Pantopus Pantopoda,Gaiad character,8
Q15275,,,Pu Shi Shi,,1
Q152750,,,Sea Spiders Pantopoda,Gaiad character,7
Q152751,,,Insectus Euarthropoda,Gaiad character,8
Q152752,,,Arachnus Arachnomorpha,Gaiad character,8
Q152753,,,Mandibulus Mandibulata,Gaiad character,8
Q152754,,,Aquilonifer Aquilonifer,Gaiad character,7
Q152755,,,Hymenocarina Hymenocarina,Gaiad character,7
Q152756,,,Serk Arachnomorpha,Gaiad character,8
Q152757,,,Trilos Trilobitomorpha,Gaiad character,8
Q152758,,,Chelicer Chelicerata,Gaiad character,8
Q152759,,,Sidney Arachnomorpha,Gaiad character,7
Q15276,,,Sheng Kou Wei Ping,,1
Q152760,,,Trilobon Trilobitomorpha,Gaiad character,8
Q152761,,,Marrella Trilobitomorpha,Gaiad character,7
Q152762,,,Esmeralda Trilobitomorpha,Gaiad character,7
Q152763,,,Retifacia Trilobitomorpha,Gaiad character,7
Q152764,,,Trilobeth Trilobites,Gaiad character,8
Q152765,,,Xander Trilobitomorpha,Gaiad character,7
Q152766,,,Necta Trilobitomorpha,Gaiad character,7
Q152767,,,Helmut Trilobitomorpha,Gaiad character,7
Q152768,,,Redlichiida Redlichiida,Gaiad character,8
Q152769,,,Agnostida Agnostida,Gaiad character,7
Q15277,Q966298,,Kusunoki Masatsura,samurai,9
Q152770,,,Corynex Corynexochida,Gaiad character,8
Q152771,,,Ptychos Ptychos,Gaiad character,8
Q152772,,,Lichida Lichida,Gaiad character,8
Q152773,,,Odontos Odontopleurida,Gaiad character,7
Q152774,,,Asaphus Asaphida,Gaiad character,7
Q152775,,,Harpeth Harpetida,Gaiad character,7
Q152776,,,Phacos Phacopida,Gaiad character,7
Q152777,,,Proetes the survivor Proetida,Gaiad character,7
Q152778,,,Silur Chelicerata,Gaiad character,8
Q152779,,,Eurypter Crown Eurypterids,Gaiad character,8
Q15278,,,Ikeda Norimasa (Head of the Settsu Ikeda clan),,1
Q152780,,,Chasmas Chasmataspidida,Gaiad character,8
Q152781,,,Belangkas Belangkas,Gaiad character,8
Q152782,,,Xiphos Xiphosura,Gaiad character,7
Q152783,,,Soliber Belangkas,Gaiad character,8
Q152784,,,Opiliona Opiliones,Gaiad character,7
Q152785,,,Pneumaran Belangkas,Gaiad character,8
Q152786,,,Kitzi Belangkas,Gaiad character,8
Q152787,,,Solifugon Solifugae,Gaiad character,7
Q152788,,,Ricinuclon Ricinulei,Gaiad character,7
Q152789,,,Solaran Belangkas,Gaiad character,8
Q15279,,,Gao Cang Yong Qing,,1
Q152790,,,Acares Acariformes,Gaiad character,8
Q152791,,,Sarco Acariformes,Gaiad character,7
Q152792,,,Trombo Acariformes,Gaiad character,7
Q152793,,,Byblos the Book Knight Pseudoscorpion,Gaiad character,7
Q152794,,,Paras the small one Parasitiformes,Gaiad character,8
Q152795,,,Mesos Mesostigmata,Gaiad character,7
Q152796,,,Holoxos Parasitiformes,Gaiad character,8
Q152797,,,Thyrus Holothyrida,Gaiad character,7
Q152798,,,Tickus Tick,Gaiad character,7
Q152799,,,Eurypteron Eurypterina,Gaiad character,8
Q1528,,,7 Percomorpha,,5
Q15280,,,Leng Quan Yong Zhong,,1
Q152800,,,Styloner Stylonurina,Gaiad character,8
Q152801,,,Diploper Diploperculata,Gaiad character,7
Q152802,,,Eurypterus Eurypteroidea,Gaiad character,8
Q152803,,,Waeringos Eurypteroidea,Gaiad character,7
Q152804,,,Carcinos Eurypteroidea,Gaiad character,8
Q152805,,,Humiller Eurypteroidea,Gaiad character,8
Q152806,,,Adelops Eurypteroidea,Gaiad character,7
Q152807,,,Slimon Eurypteroidea,Gaiad character,8
Q152808,,,Clawbert Pterygo Eurypteroidea,Gaiad character,8
Q152809,,,Scorpio Scorpion,Gaiad character,7
Q15281,,,Shang Shan Ding Zhong,,1
Q152810,,,Crustaceus Crustaceans,Gaiad character,8
Q152811,,,Euthy Euthycarcinoidea,Gaiad character,8
Q152812,,,Myriapus Myriapoda,Gaiad character,7
Q152813,,,Mushi Crustaceans,Gaiad character,8
Q152814,,,Karkon Crustaceans,Gaiad character,8
Q152815,,,Copepus Copepods,Gaiad character,7
Q152816,,,Lepipus Crustaceans,Gaiad character,8
Q152817,,,Brachios Crustaceans,Gaiad character,8
Q152818,,,Silvio Insects,Gaiad character,8
Q152819,,,Sea Monkeys Crustaceans,Gaiad character,7
Q15282,,,Shang Shan Shi Ding,,1
Q152820,,,Water Fleas Crustaceans,Gaiad character,7
Q152821,,,Pancer Crustaceans,Gaiad character,8
Q152822,,,Cephalocaridus Cephalocarida,Gaiad character,7
Q152823,,,Oligostracus Oligostraca,Gaiad character,7
Q152824,,,Polycruster Polycrustacea,Gaiad character,8
Q152825,,,Thecos Thecostraca (Barnacles + Parasites),Gaiad character,8
Q152826,,,Malacus Malacostraca,Gaiad character,8
Q152827,,,Hoplos Hoplocarida,Gaiad character,7
Q152828,,,Caridus Eumalacostraca,Gaiad character,8
Q152829,,,Phyllos Phyllocarida,Gaiad character,7
Q15283,Q11359170,,Uesugi Noritaka,,8
Q152830,,,Peras Peracarida,Gaiad character,8
Q152831,,,Syn Syncarida,Gaiad character,7
Q152832,,,Yuval Eucarida,Gaiad character,8
Q152833,,,Amphipus Amphipoda,Gaiad character,7
Q152834,,,Isopus Isopoda,Gaiad character,7
Q152835,,,Decapus Decapoda,Gaiad character,8
Q152836,,,Krillon Krill,Gaiad character,7
Q152837,,,Pleos Pleocyemata,Gaiad character,8
Q152838,,,Prawnmegas Dendrobranchiata (Prawns),Gaiad character,7
Q152839,,,Repton Reptantia,Gaiad character,8
Q15284,,,Shang Shan Fang Fang,,1
Q152840,,,Shrimpon Shrimp,Gaiad character,8
Q152841,,,Stenopodidea boxer shrimps,Gaiad character,7
Q152842,,,Procarididea Shrimp,Gaiad character,7
Q152843,,,Caridea Shrimp,Gaiad character,8
Q152844,,,Alph the gunslinger Alpheidae (Pistol Shrimp),Gaiad character,8
Q152845,,,Sinal Synalpheus (eusocial shrimp),Gaiad character,7
Q152846,,,Thalasson Thalassinidea,Gaiad character,8
Q152847,,,Axiidea Axiidea,Gaiad character,7
Q152848,,,Meiuron Meiuron,Gaiad character,8
Q152849,,,GABA GABA,Gaiad character,8
Q15285,Q11359172,,Uesugi Norisada,,9
Q152850,,,Gebiidea Gebiidea,Gaiad character,7
Q152851,,,Anomura Anomura,Gaiad character,7
Q152852,,,Brachyura Brachyura,Gaiad character,7
Q152853,,,Omar Lobsters,Gaiad character,8
Q152854,,,Astacidea Lobsters,Gaiad character,7
Q152855,,,Achelata Lobsters,Gaiad character,7
Q152856,,,Polychelida Lobsters,Gaiad character,7
Q152857,,,Vertebratus Chordates,Gaiad character,9
Q152858,,,Tunicus Tunicates,Gaiad character,9
Q152859,,,Makoko Stylonurina,Gaiad character,8
Q15286,,,Daughter of Uesugi Norimasa (wife of the Yamayoshi clan?),,1
Q152860,,,Stylonurus Stylonurina,Gaiad character,7
Q152861,,,Mycter Stylonurina,Gaiad character,8
Q152862,,,Kokomo Stylonurina,Gaiad character,7
Q152863,,,Flumon Stylonurina,Gaiad character,8
Q152864,,,Drepan Stylonurina,Gaiad character,7
Q152865,,,Hibbert Hibbertopteridae,Gaiad character,7
Q152866,,,Mycterops Stylonurina,Gaiad character,8
Q152867,,,Megarachne Megarachne,Gaiad character,7
Q152868,,,Minirachne Minirachne,Gaiad character,8
Q152869,,,Tetrapulmonata Tetrapulmonata,Gaiad character,7
Q15287,,,Daughter of Uesugi Norie? (legal wife of Yamayoshi Yukimori),,1
Q152870,,,Larvaceus Larvaceans,Gaiad character,7
Q152871,,,Ascidaceus Ascidiacea,Gaiad character,8
Q152872,,,Stolidos Ascidiacea,Gaiad character,7
Q152873,,,Proteus Ascidiacea,Gaiad character,8
Q152874,,,Thallasus Ascidiacea,Gaiad character,8
Q152875,,,Enterogon Ascidiacea,Gaiad character,7
Q152876,,,Dolios Ascidiacea,Gaiad character,7
Q152877,,,Pyros Ascidiacea,Gaiad character,7
Q152878,,,Salpus Ascidiacea,Gaiad character,7
Q152879,,,Rene Chordates,Gaiad character,8
Q15288,,,Uesugi Zenshū,,1
Q152880,,,Hemos Chordates,Gaiad character,8
Q152881,,,Hausa Chordates,Gaiad character,8
Q152882,,,Haikus Chordates,Gaiad character,8
Q152883,,,Denton Chordates,Gaiad character,8
Q152884,,,Lampris Chordates,Gaiad character,7
Q152885,,,Conodontus Chordates,Gaiad character,8
Q152886,,,Pteraspis the flier Chordates,Gaiad character,7
Q152887,,,Conodon the biter Chordates,Gaiad character,7
Q152888,,,Llŷr,Gaiad character,8
Q152889,,,Tracheus Tracheophytes,Gaiad character,8
Q15289,,,Gao Shi Zhong,,1
Q152890,,,Arboreus Eutracheophytes,Gaiad character,8
Q152891,,,Lycos Lycophytina,Gaiad character,8
Q152892,,,Ginkgon Euphyllophytina,Gaiad character,8
Q152893,,,Phyllon Euphyllophytina,Gaiad character,8
Q152894,,,Pteridos Pteridophyta,Gaiad character,8
Q152895,,,Gymnos Lignophytes,Gaiad character,8
Q152896,,,Horsa Equisetopsida (horsetails),Gaiad character,8
Q152897,,,Kondricthus Cartilaginous fish,Gaiad character,8
Q152898,,,Osticthus Bony Fish,Gaiad character,9
Q152899,,,Acanthus Acanthodii,Gaiad character,7
Q1529,,,Batrachoidaria Batrachoididae (toadfishes),,8
Q15290,,,Kō no Moronao,,1
Q152900,,,Actinus Actinopterygii,Gaiad character,10
Q152901,,,Sacropter Sarcopterygii,Gaiad character,10
Q152902,,,Seizapter the sixteen-gilled,Gaiad character,8
Q152903,,,Quatorzapter the fourteen-gilled,Gaiad character,8
Q152904,,,Duzapter the twelve-gilled,Gaiad character,8
Q152905,,,Decapter the ten-gilled,Gaiad character,8
Q152906,,,Octapter the eight-gilled,Gaiad character,8
Q152907,,,Papyra Platyhelminthes,Gaiad character,8
Q152908,,,Rhombos Rhombozoa?Dicyemida Dicyemida,Gaiad character,7
Q152909,,,Maria the Fairhaired Gastrotricha,Gaiad character,7
Q15291,,,Gao Shi Shi,,1
Q152910,,,Flavio Platyhelminthes,Gaiad character,7
Q152911,,,Hyolith Hyolitha,Gaiad character,7
Q152912,,,Lingulus Linguliformea,Gaiad character,7
Q152913,,,Entos Entorrhizomycetes,Gaiad character,7
Q152914,,,Dikar Dikarya,Gaiad character,8
Q152915,,,Ascus Ascomycota,Gaiad character,8
Q152916,,,Baston Basidiomycota,Gaiad character,8
Q152917,,,Melchizedek the breadmaker bakers yeast and relatives,Gaiad character,8
Q152918,,,Puccini Pucciniomycotina (rusts),Gaiad character,8
Q152919,,,Ustella Ustilaginomycotina (smuts),Gaiad character,8
Q15292,,,Ming A,,1
Q152920,,,Agaricus I Agaricomycotina (mushrooms),Gaiad character,8
Q152921,,,Raphidioptera (snakeflies) Placeholder surname,Gaiad character,7
Q152922,,,Megalo Megaloptera (alderflies and allies),Gaiad character,7
Q152923,,,Neuro Neuroptera (lacewings and allies),Gaiad character,7
Q152924,,,Coleo Coleoptera (beetles),Gaiad character,7
Q152925,,,Strepsi Strepsiptera (twisted-wing parasites),Gaiad character,7
Q152926,,,Tricho Trichoptera (caddisflies),Gaiad character,7
Q152927,,,"Lepido Lepidoptera (butterflies, moths)",Gaiad character,7
Q152928,,,Dipt Diptera (true flies),Gaiad character,7
Q152929,,,Meco Mecoptera (scorpionflies),Gaiad character,7
Q15293,Q11636753,,Ashikaga Fuyuuji,,8
Q152930,,,Siphonaptera (fleas) Placeholder surname,Gaiad character,7
Q152931,,,Palnops Polyneoptera,Gaiad character,7
Q152932,,,Aurapter Polyneoptera,Gaiad character,7
Q152933,,,Petropter Polyneoptera,Gaiad character,7
Q152934,,,Orthops Polyneoptera,Gaiad character,7
Q152935,,,Cryophanter Polyneoptera,Gaiad character,7
Q152936,,,Sylvarachne Polyneoptera,Gaiad character,7
Q152937,,,Cryogladios Polyneoptera,Gaiad character,7
Q152938,,,Coleos Coleoidea,Gaiad character,8
Q152939,,,Decapus Decapodifirmes,Gaiad character,7
Q15294,,,Kenchin Hōzan,,1
Q152940,,,Octopus Octopodiformes,Gaiad character,8
Q152941,,,Octopuses Octopoda,Gaiad character,7
Q152942,,,Vamphus Vampyromorphida,Gaiad character,7
Q152943,,,Onychodontidae,Gaiad character,7
Q152944,,,1 Onychodontidae,Gaiad character,7
Q152945,,,Onka Onychodontidae,Gaiad character,8
Q152946,,,Actinistia Actinistia,Gaiad character,8
Q15295,Q11561608,,Shibukawa Sadayori,,6
Q152950,,,Strunius Strunius,Gaiad character,7
Q152951,,,Qingmenodus Qingmenodus,Gaiad character,7
Q152952,,,Onychodus Onychodus,Gaiad character,7
Q152953,,,Grossius Grossius,Gaiad character,7
Q152954,,,Anka Actinistia,Gaiad character,7
Q152955,,,Unnamed clade Tetrapodomorpha,Gaiad character,9
Q152956,,,Tetrapodomorpha,Gaiad character,7
Q152957,,,Abu Eotetra Tetrapodomorpha,Gaiad character,7
Q152958,,,Unnamed clade 2 Eotetrapodiformes,Gaiad character,7
Q152959,,,Unnamed clade Eotetrapodiformes,Gaiad character,10
Q15296,Q109362616,,Yamana Moroyuki,,6
Q152961,,,Unnamed clade Elpistostegalia,Gaiad character,10
Q152962,,,Unnamed clade Stegocephalia,Gaiad character,10
Q152964,,,Unnamed clade Eupelycosauria,Gaiad character,10
Q152966,,,Mammon Mammals,Gaiad character,9
Q152967,,,Placentalia,Gaiad character,8
Q152968,,,Scrotifera,Gaiad character,7
Q152969,,,Bats Chiroptera,Gaiad character,7
Q15297,Q11467608,,Yamana Hiroyuki,,7
Q152970,,,Unnamed clade Perissodactyla,Gaiad character,8
Q152971,,,H. erectus s.l.,Gaiad character,7
Q152972,,,Unnamed clade H. erectus s.l.,Gaiad character,10
Q152973,,,Adam Y Chromosomal Adam,Gaiad character,12
Q152974,,,Eve Mitochondrial Eve,Gaiad character,10
Q152975,,,"Perry A00a (L1149, FGC25576, FGC26292, FGC26293, FGC27741)",Gaiad character,7
Q152976,,,"YP3666, A4981, A4982 A00b (A4987?YP3666, A4981, A4982?YP2683, A4984?YP2995, A4985?YP3292, A49",Gaiad character,7
Q152977,,,L991) formerly A1b A0 (CTS2809?L991) formerly A1b,Gaiad character,8
Q152978,,,PF712) A1b1 (L419?PF712),Gaiad character,9
Q152979,,,Page42) formerly A3b1 A1b1b2a (M51?Page42) formerly A3b1,Gaiad character,8
Q15298,,,Yamana Sōzen,,1
Q152980,,,PF1374) formerly A3b2 A1b1b2b (M13?PF1374) formerly A3b2,Gaiad character,8
Q152981,,,George Haplogroup G,Gaiad character,8
Q152982,,,Harappus Haplogroup H,Gaiad character,8
Q152983,,,Keleth K,Gaiad character,10
Q152984,,,Generation 1 Haplogroup J1,Gaiad character,8
Q152985,,,Letho LT,Gaiad character,9
Q152986,,,Thomas Haplogroup T,Gaiad character,8
Q152987,,,Nordicus NO,Gaiad character,9
Q152988,,,Nenetus Haplogroup N,Gaiad character,8
Q152989,,,Orientus Haplogroup O,Gaiad character,8
Q15299,,,Shan Ming Man Shi,,1
Q152990,,,Paikal Haplogroup P,Gaiad character,11
Q152991,,,Moses Haplogroup MS (Indonesia),Gaiad character,9
Q152992,,,†Parareptilia,Gaiad character,7
Q152993,,,Placeholder surname,Gaiad character,4
Q152994,,,Great Descendant Borjin,Gaiad character,8
Q152995,,,Great Descendant Great Descendant,Gaiad character,9
Q152997,,,Home Person Home Person,Gaiad character,8
Q152998,,,Horus Parallel Generation 62,Gaiad character,7
Q152999,,,Iranic Ancestors Generation 2,Gaiad character,6
Q1530,,,6 Percomorpha,,5
Q15300,,,Shan Ming Chi Xi,,1
Q153000,,,Iranic Ancestors Generation 3,Gaiad character,6
Q153001,,,Iranic Ancestors Generation 4,Gaiad character,6
Q153002,,,Iranic Ancestors Generation 5,Gaiad character,6
Q153003,,,Iranic Ancestors Generation 6,Gaiad character,6
Q153004,,,Iranic Ancestors Generation 7,Gaiad character,6
Q153005,,,Iranic Ancestors Generation 8,Gaiad character,6
Q153006,,,Iranic Ancestors Generation 9,Gaiad character,6
Q153007,,,Iranic Ancestors Generation 10,Gaiad character,6
Q153008,,,Iranic Ancestors Generation 11,Gaiad character,6
Q153009,,,Iranic Ancestors Generation 12,Gaiad character,6
Q15301,,,Shan Ming Jiao Qing,,1
Q153010,,,Iranic Ancestors Generation 13,Gaiad character,6
Q153011,,,Iranic Ancestors Generation 14,Gaiad character,6
Q153012,,,Iranic Ancestors Generation 15,Gaiad character,6
Q153013,,,Iranic Ancestors Generation 16,Gaiad character,6
Q153014,,,Iranic Ancestors Generation 17,Gaiad character,6
Q153015,,,Iranic Ancestors Generation 18,Gaiad character,6
Q153016,,,Iranic Ancestors Generation 19,Gaiad character,6
Q153017,,,Iranic Ancestors Generation 20,Gaiad character,6
Q153018,,,Iranic Ancestors Generation 21,Gaiad character,6
Q153019,,,Iranic Ancestors Generation 22,Gaiad character,6
Q15302,Q11467607,,Hirotaka Yamana,,8
Q153020,,,Iranic Ancestors Generation 23,Gaiad character,6
Q153021,,,Iranic Ancestors Generation 24,Gaiad character,6
Q153022,,,Iranic Ancestors Generation 25,Gaiad character,6
Q153023,,,Iranic Ancestors Generation 26,Gaiad character,6
Q153024,,,Iranic Ancestors Generation 27,Gaiad character,6
Q153025,,,Iranic Ancestors Generation 28,Gaiad character,6
Q153026,,,Iranic Ancestors Generation 29,Gaiad character,6
Q153027,,,Iranic Ancestors Generation 30,Gaiad character,6
Q153028,,,Iranic Ancestors Generation 31,Gaiad character,6
Q153029,,,Iranic Ancestors Generation 32,Gaiad character,6
Q153030,,,Iranic Ancestors Generation 33,Gaiad character,6
Q153031,,,Iranic Ancestors Generation 34,Gaiad character,6
Q153032,,,Iranic Ancestors Generation 35,Gaiad character,6
Q153033,,,Iranic Ancestors Generation 36,Gaiad character,6
Q153034,,,Iranic Ancestors Generation 37,Gaiad character,6
Q153035,,,Iranic Ancestors Generation 38,Gaiad character,6
Q153036,,,Iranic Ancestors Generation 39,Gaiad character,6
Q153037,,,Iranic Ancestors Generation 40,Gaiad character,6
Q153038,,,Iranic Ancestors Generation 41,Gaiad character,6
Q153039,,,Iranic Ancestors Generation 42,Gaiad character,6
Q15304,,,Xiang Ma Qin Yin,,1
Q153040,,,Iranic Ancestors Generation 43,Gaiad character,6
Q153041,,,Iranic Ancestors Generation 44,Gaiad character,6
Q153042,,,Iranic Ancestors Generation 45,Gaiad character,6
Q153043,,,Iranic Ancestors Generation 46,Gaiad character,6
Q153044,,,Iranic Ancestors Generation 47,Gaiad character,6
Q153045,,,Iranic Ancestors Generation 48,Gaiad character,6
Q153046,,,Iranic Ancestors Generation 49,Gaiad character,6
Q153047,,,Iranic Ancestors Generation 50,Gaiad character,6
Q153048,,,Iranic Ancestors Generation 51,Gaiad character,6
Q153049,,,Iranic Ancestors Generation 52,Gaiad character,6
