qid,english_label,english_description,label_count,description_count,wikidata_qids,geni_ids,wikidata_count,geni_count
Q40821,Li Gong,son of Chinese emperor Xuanzong of Tang,18,2,Q10720201,6000000074767734907,1,1
Q40823,Sartaq Khan,khan of the Ulus of Jochi,42,10,Q19489,6000000074791726952,1,1
Q40829,Li Xuan,son of Chinese emperor Xuanzong of Tang,19,2,Q10720319,6000000074767210211,1,1
Q40837,Princess Changshan,daughter of Chinese emperor Xuanzong of Tang,18,3,Q10720865,6000000074767336239,1,1
Q40871,Khoja,Yuan dynasty person CBDB = 116228,11,1,Q7069397,6000000074791817849,1,1
Q40875,Naqu,Yuan dynasty person CBDB = 115626,11,1,Q7069401,6000000074791173351,1,1
Q40879,Khokhoo,Yuan dynasty person CBDB = 116130,11,1,Q7069404,6000000074791523050,1,1
Q40883,Babahaer,"Mongolian princess, daughter of Güyük",16,2,Q18111629,6000000074791849864,1,1
Q40887,Yelimishi,"Mongolian princess, daughter of Güyük",15,2,Q18652031,6000000074791208256,1,1
Q40951,Michael VIII Palaiologos,Founder of the Palaiologan dynasty (1224-1282),68,17,Q200033,6000000006101430601,1,1
Q40959,Andronikos II Palaiologos,Byzantine Emperor from 1282 to 1328,57,18,Q37067,6000000002188002311,1,1
Q41037,Liu Tong,Tang dynasty person CBDB = 171656,9,1,Q45447377,6000000074753037843,1,1
Q41049,Fang Mou,Tang dynasty person CBDB=172930,8,1,Q45517450,6000000074747408890,1,1
Q41053,Fang Mou,Tang dynasty person CBDB=172945,8,1,Q45518415,6000000074747239038,1,1
Q41065,Cui Shi,Tang dynasty person CBDB = 32928,8,2,Q45422446,6000000075344445964,1,1
Q41069,Cui Yi,Tang dynasty person CBDB = 32293,7,1,Q45421266,6000000075344490914,1,1
Q41073,Cui Qi,Tang dynasty person CBDB = 32307,9,1,Q18908514,6000000075344692833,1,1
Q41101,Li Zao,Tang dynasty person CBDB = 188061,7,1,Q45478116,6000000075061148862,1,1
Q41105,Li Shi,Tang dynasty person CBDB=188028,8,2,Q11096190,6000000075060131182,1,1
Q41109,Li Yi,Tang dynasty person CBDB = 189905,8,1,Q45580605,6000000075060936899,1,1
Q41113,Li Yifan,Tang dynasty person CBDB = 187960,7,1,Q45472428,6000000075060845888,1,1
Q41121,Li Xiao,Tang dynasty person CBDB = 173858,10,1,Q45568158,6000000075061014821,1,1
Q41128,Li Zhen,Tang dynasty person CBDB = 187985,7,1,Q45473815,6000000075060917883,1,1
Q41132,Li Wei,Tang dynasty person CBDB = 187986,7,1,Q45473878,6000000075059715251,1,1
Q41136,Li Jin,Tang dynasty person CBDB = 189342,7,1,Q45555766,6000000075060905895,1,1
Q41140,Li Gui,Tang dynasty person CBDB = 188076,7,1,Q45479114,6000000075060930920,1,1
Q41144,Li Feng,Tang dynasty person CBDB = 187933,8,1,Q45471291,6000000075059505348,1,1
Q41148,Li Shi,daughter of Li Guang,8,2,Q65803877,6000000075059969202,1,1
Q41152,Wei Shuyu,Tang dynasty person CBDB = 30894,9,2,Q45418723,6000000074745779954,1,1
Q41156,Li Hui,Tang dynasty person CBDB = 187995,7,1,Q45474422,6000000075061121834,1,1
Q41160,Li Cui,Tang dynasty person CBDB = 188068,8,1,Q45478598,6000000075061188821,1,1
Q41229,Huochihaer Dejin,Yuan dynasty person CBDB = 30343,10,2,Q16903316,6000000075326119481,1,1
Q41233,Buluhan,Yuan dynasty person CBDB = 30346,8,1,Q45417713,6000000075326334192,1,1
Q41237,Babucha,Yuan dynasty person CBDB = 30347,8,1,Q45417715,6000000075326501103,1,1
Q41245,Tiemuerbuhua,Yuan dynasty person CBDB = 117001,9,1,Q11060056,6000000075326745998,1,1
Q42566,Kong Zongyuan,Song dynasty person CBDB = 15937,8,2,Q10944285,6000000075062219821,1,1
Q42590,Peng Yunzhang,Qing dynasty politician,8,3,Q11069958,6000000048110066941,1,1
Q42594,,,1,0,Q134264697,6000000172295209840,1,1
Q42602,,,1,0,Q133277702,6000000013009544063,1,1
Q42606,Kung Tsui-chang,"Taiwanese official (born 1975), the 2nd Ceremonial Official to Confucius (2009-)",20,7,Q5966226,6000000011250415526,1,1
Q42610,,,1,0,Q133288660,6000000018299338137,1,1
Q42614,Yuan Shusan,gradfather of Yuan Shikai,4,2,Q16260698,6000000012675607792,1,1
Q42618,Yuan Baoheng,Qing dynasty person CBDB = 359653,9,1,Q11626496,6000000013104237105,1,1
Q42622,Wu Shi,wife of Duan Qirui,3,2,Q131691190,6000000141564262856,1,1
Q42626,Li Guoyuan,,2,0,Q131690240,6000000013041958650,1,1
Q42630,Yuan Kezhuang,,2,0,Q131690133,6000000141565071845,1,1
Q42638,Ruan Bingqian,Qing dynasty person CBDB = 29657,8,1,Q45416382,6000000074792523978,1,1
Q42642,Ruan Zaoheng,Qing dynasty person CBDB = 29666,8,1,Q45416400,6000000074792680949,1,1
Q42646,Lin Tingyue,Qing dynasty person CBDB = 29691,8,2,Q45416444,6000000074792773889,1,1
Q42650,Gao Menghui,Qing dynasty person CBDB = 29690,8,1,Q45416443,6000000074792412121,1,1
Q42658,Xu Yangu,Qing dynasty person CBDB = 54709,8,1,Q45702572,6000000074769526062,1,1
Q42670,Qian Ruding,Qing dynasty person CBDB = 29748,8,1,Q45416562,6000000074792645996,1,1
Q42674,Cheng Shi,Qing dynasty person CBDB=29765,8,2,Q45416601,6000000074793053834,1,1
Q42731,,,1,0,Q134176913,6000000176831283919,1,1
Q42767,Cheng Yiren,Qing dynasty person CBDB = 29983,8,1,Q45417001,6000000075326686832,1,1
Q42791,Li Shi,Qing dynasty person CBDB = 30008,7,2,Q45417048,6000000075505918950,1,1
Q42811,Lu Ci,Eastern Han Dynasty person CBDB = 33704,7,1,Q45426900,6000000016688843277,1,1
Q42815,Kong Xian,,5,0,Q22812630,6000000012967687548,1,1
Q43035,Anna,second wife of prince Theodore the Black,5,2,Q102858249,6000000014422470339,1,1
Q43039,Mamura Tegin,Yuan dynasty person CBDB = 30342,9,2,Q16903735,6000000075326941837,1,1
Q43136,Yelü Bei,King of Dongdan from 926 to 937,27,4,Q1036784,6000000002188099722,1,1
Q43152,Yelü Shao,Liao dynasty person CBDB = 43455,16,2,Q10484790,6000000074791731076,1,1
Q43156,Yelü Longxian,Liao dynasty person CBDB = 43458,9,2,Q10484847,6000000074792156856,1,1
Q43160,Yelü Daoyin,Liao dynasty person CBDB = 43463,9,2,Q10984430,6000000074792086860,1,1
Q43164,Yelü Louguo,Liao dynasty person CBDB = 29265,8,1,Q11610773,6000000074792077836,1,1
Q43212,Anna of Hungary,daughter of the King of Hungary and Croatia,29,15,Q2774126,6000000003067185677,1,1
Q43220,Michael IX Palaiologos,Byzantine co-emperor,53,18,Q37098,361088630390012679,1,1
Q43260,Ivan Asen III of Bulgaria,Bulgarian ruler,31,13,Q285508,4953926232780130809,1,1
Q43294,Michael of Trebizond,Emperor of Trebizond,32,8,Q1240084,6000000008010371409,1,1
Q43302,Nogai Khan,General and de facto ruler of the Golden Horde,52,9,Q379723,375777528840004741,1,1
Q43402,(Marija),Abt 1310 -,5,4,Q96241075,6000000039278051991,1,1
Q43418,Emperor Gong of Song,Emperor of the Song Dynasty,35,16,Q7500,6000000074687231205,1,1
Q43566,Xuexue Dejin,Yuan dynasty person CBDB = 30351,8,1,Q18119420,6000000075326473976,1,1
Q43570,Qinchatai,Yuan dynasty person CBDB=115179,8,2,Q45565909,6000000075326422151,1,1
Q44408,Li Hui,"person, CBDB = 163134",7,1,Q45534628,6000000074734937913,1,1
Q44416,Li Mou,Tang dynasty person CBDB = 187250,8,1,Q45699589,6000000074735098001,1,1
Q44420,Li Jingwu,Tang dynasty person CBDB = 187283,9,2,Q45700434,6000000074735149010,1,1
Q44424,Li Mou,Tang dynasty person CBDB = 187284,8,1,Q45700460,6000000074735603821,1,1
Q44428,Li Mou,Tang dynasty person CBDB = 187293,8,1,Q45700685,6000000074735384847,1,1
Q44432,Li Mou,Tang dynasty person CBDB = 187258,8,1,Q45699789,6000000074734774120,1,1
Q44440,Li Jin,Tang dynasty person CBDB = 187387,7,1,Q45438846,6000000074735060896,1,1
Q44444,Li Qin,Tang dynasty person CBDB = 187391,7,1,Q45439130,6000000074735086861,1,1
Q44452,Li Sixun,"Chinese painter and calligrapher (651-716), known as Senior Li General of the House of Li, Tang Dynasty",21,9,Q709576,6000000075401170033,1,1
Q44456,Li Jian,Tang dynasty person CBDB = 186983,7,1,Q45692853,6000000074735083888,1,1
Q44460,Li Hui,Tang dynasty person CBDB = 153615,9,2,Q10336135,6000000074734494144,1,1
Q44464,Li Jian,Tang dynasty person CBDB = 187108,7,1,Q45696145,6000000074735160881,1,1
Q44468,Li Fu,Tang dynasty person CBDB = 187150,8,1,Q45697225,6000000074735143903,1,1
Q44472,Li Wei,Tang dynasty person CBDB = 187227,7,1,Q45699209,6000000074734177286,1,1
Q44476,Li Yuan,Tang dynasty person CBDB = 187229,7,1,Q45699261,6000000074735471832,1,1
Q44500,Li Yu,Tang dynasty person CBDB = 32204,7,1,Q45421092,6000000075398901204,1,1
Q44504,Li Jing,Tang dynasty person CBDB = 32207,9,2,Q45421098,6000000075399054208,1,1
Q44528,Liu Ji,"person, CBDB = 149196",8,2,Q10350503,6000000021121976747,1,1
Q44665,Li Mou,Tang dynasty person CBDB = 187263,8,1,Q45699918,6000000074734955012,1,1
Q44749,Emperor Xiaowu of Northern Wei,last Northern Wei emperor (510-535),18,3,Q1071537,6000000075329034048,1,1
Q44761,Yu Jin,Western Wei general,13,3,Q622879,6000000075345340827,1,1
Q44769,Yu Yun,Tang dynasty person CBDB=33081,8,1,Q45422732,6000000075404751877,1,1
Q44805,Liang Yu,Northern Qi person CBDB = 31136,9,1,Q45419156,6000000075337639000,1,1
Q44809,Liang Zan,Tang dynasty person CBDB = 31139,8,1,Q45419161,6000000075337848883,1,1
Q44833,Wei Shikang,Sui dynasty person CBDB = 31016,9,1,Q11663934,6000000074759479245,1,1
Q44837,Wei Fu,Tang dynasty person CBDB = 164026,8,1,Q45418946,6000000074758651645,1,1
Q44934,Yang Jun,Northern Wei person CBDB=12365,10,1,Q15908012,6000000074745715143,1,1
Q44938,Yang Jian,Western Wei person CBDB = 12367,10,1,Q15905448,6000000074705461423,1,1
Q44942,Yang Kuan,Western Wei person CBDB = 22509,10,1,Q15904558,6000000074706130908,1,1
Q44962,Yang Yuanheng,Tang dynasty person CBDB = 172653,8,1,Q45502320,6000000074705706180,1,1
Q44966,Yang Yuanyu,Tang dynasty person CBDB = 172654,8,1,Q45502382,6000000074705964994,1,1
Q44970,Yang Yuanxi,Tang dynasty person CBDB = 172655,8,1,Q45502449,6000000074705853020,1,1
Q44974,Yang Yuanyi,Tang dynasty person CBDB = 172656,8,1,Q45502514,6000000074705833003,1,1
Q44978,Yang Yuanxian,Tang dynasty person CBDB = 172657,8,1,Q45502578,6000000074706161848,1,1
Q44982,Yang Wuling,Tang dynasty person CBDB = 172632,8,1,Q45501489,6000000074705472336,1,1
Q44989,Emperor Xuan of Western Liang,Western Liang emperor,22,5,Q1285740,6000000021138925920,1,1
Q45029,Xiao Ju,Tang dynasty person CBDB = 171687,8,1,Q22813931,6000000021151256523,1,1
Q45034,Xiao Jun,Tang dynasty person CBDB = 12260,9,2,Q22813971,6000000021150959807,1,1
Q45066,Chen Tanxian,Liang dynasty person CBDB = 21299,11,2,Q11658412,6000000074734555829,1,1
Q45070,Emperor Wen of Chen,Chen Dynasty emperor,20,5,Q712113,6000000074734431863,1,1
Q45098,Chen Shushu,"person, CBDB = 164675",8,1,Q45607718,6000000074734454897,1,1
Q45121,Chen Mou,Tang dynasty person CBDB = 172297,8,1,Q45484673,6000000074734170008,1,1
Q45133,Chen Hong,Tang dynasty person CBDB = 172290,8,1,Q45484223,6000000074734552851,1,1
Q45137,Chen Hui,Tang dynasty person CBDB = 172294,8,1,Q45484484,6000000074733590207,1,1
Q45149,Chen Xuande,Tang dynasty person CBDB = 146276,9,2,Q45503533,6000000074734532846,1,1
Q45157,Chen De,Tang dynasty person CBDB = 193913,7,1,Q45503850,6000000074734600827,1,1
Q45161,Chen Zhengde,Tang dynasty person CBDB = 172328,8,1,Q45486462,6000000074734534858,1,1
Q45165,Chen Xiande,Tang dynasty person CBDB = 172333,8,1,Q45486779,6000000074734408878,1,1
Q45169,Chen Shaode,Tang dynasty person CBDB = 172334,8,1,Q45486846,6000000074734602842,1,1
Q45177,Chen Mou,Tang dynasty person CBDB = 172300,8,1,Q45484869,6000000074734368950,1,1
Q45181,Chen Qiong,Tang dynasty person CBDB = 172323,8,1,Q45486208,6000000074734511876,1,1
Q45185,Chen CC,Tang dynasty person CBDB = 32784,7,1,Q45422185,6000000074734449904,1,1
Q45189,Chen Mou,Tang dynasty person CBDB = 172304,8,1,Q45485126,6000000074734042093,1,1
Q45193,Chen Mou,Tang dynasty person CBDB = 172307,8,1,Q45485317,6000000074734504876,1,1
Q45221,Xue Hu,Northern Wei person CBDB = 18764,8,1,Q45390400,6000000074748760387,1,1
Q45237,Xue Huangtong,Tang dynasty person CBDB = 180261,8,1,Q45627063,6000000074749172215,1,1
Q45241,Xue Jintong,Tang dynasty person CBDB = 180268,8,1,Q45627507,6000000074749235214,1,1
Q45245,Xue Xiangtong,Tang dynasty person CBDB = 180274,8,1,Q45627879,6000000074749473995,1,1
Q45248,Kong Yanze,,2,0,Q22812650,6000000012967695428,1,1
Q45249,Xue Yuntong,Tang dynasty person CBDB = 180282,8,1,Q45628384,6000000074749695862,1,1
Q45253,Xue Zhentong,Tang dynasty person CBDB = 31556,8,1,Q45419906,6000000074697833997,1,1
Q45257,Xue Xiantong,Tang dynasty person CBDB = 180357,8,1,Q45632659,6000000074697161371,1,1
Q45261,Xue Shangtong,Tang dynasty person CBDB = 180352,8,1,Q45632348,6000000074697293274,1,1
Q45265,Xue Qiji,Tang dynasty person CBDB=95058,9,2,Q45632196,6000000074697126328,1,1
Q45268,,,1,0,Q11069798,6000000048110151908,1,1
Q45269,Xue Jitong,Tang dynasty person CBDB = 180438,8,1,Q45637472,6000000074696925337,1,1
Q45272,,,1,0,Q133277843,6000000048114106838,1,1
Q45273,Xue Jiangtong,Tang dynasty person CBDB = 32407,8,1,Q45421504,6000000074749671890,1,1
Q45276,,,1,0,Q133277848,6000000048113952978,1,1
Q45277,Xue Rutong,Tang dynasty person CBDB = 32824,8,1,Q45422245,6000000074748966268,1,1
Q45280,Peng Zuxian,Qing dynasty person CBDB = 61865,8,1,Q45540945,6000000048110071926,1,1
Q45281,Xue Rongtong,Tang dynasty person CBDB = 180271,8,1,Q45627694,6000000074749575878,1,1
Q45284,Xu Zhenjia,Qing dynasty person CBDB = 87043,7,1,Q45461359,6000000172295038889,1,1
Q45285,Xue Yantong,Tang dynasty person CBDB = 180273,8,1,Q45627817,6000000074749098265,1,1
Q45288,,,1,0,Q133277705,6000000013010512854,1,1
Q45293,Xue Fengtong,Tang dynasty person CBDB = 180279,8,1,Q45628195,6000000074749062476,1,1
Q45296,Ke Shaomin,Republic of China person CBDB = 61262,26,13,Q2769281,6000000018299125795,1,1
Q45297,Xue Ji,Chinese chancellor (649-713),20,2,Q6147970,6000000074749744865,1,1
Q45300,,,1,0,Q133288773,6000000026352413655,1,1
Q45301,Zhangsun Zhi,Northern Wei person CBDB=31060,9,2,Q14416420,6000000021151067539,1,1
Q45304,Yuan Baozhong,,9,0,Q16260274,6000000011627515537,1,1
Q45312,Wu Guangxin,Chinese general,7,2,Q8038909,6000000141564424872,1,1
Q45316,Li Jingxu,,2,0,Q131690253,6000000011634772312,1,1
Q45317,Changsun Shaoyuan,Northern Zhou person CBDB = 31062,9,1,Q45419027,6000000075332904186,1,1
Q45321,,,1,0,Q133504169,6000000143819958899,1,1
Q45324,Chen Qiyu,,2,0,Q131690672,6000000020560683129,1,1
Q45328,Yuan Jihui,,2,0,Q131690196,6000000211075771887,1,1
Q45332,Yuan Shifu,,2,0,Q131690087,6000000013321888547,1,1
Q45336,Ruan Wenguang,Ming dynasty person CBDB = 29656,9,2,Q45416380,6000000074792201157,1,1
Q45340,Li Taigongren,Qing dynasty person CBDB = 29659,7,1,Q45416385,6000000074792668942,1,1
Q45344,Ruan Shujing,Qing dynasty person CBDB = 29660,8,1,Q45416388,6000000074792822868,1,1
Q45348,Ruan Shuzhong,Qing dynasty person CBDB = 29661,8,1,Q45416391,6000000074792377020,1,1
Q45352,Ruan Shugong,Qing dynasty person CBDB = 29663,8,1,Q45416393,6000000074792900822,1,1
Q45356,Lin Sumen,Qing dynasty person CBDB = 29692,8,1,Q45416446,6000000074792549049,1,1
Q45357,Wei Xu,Northern Wei person CBDB = 161971,9,2,Q26208790,6000000021138184308,1,1
Q45360,Lin Jiamen,Qing dynasty person CBDB = 29693,8,1,Q45416447,6000000074792245143,1,1
Q45364,Lin Yumen,Qing dynasty person CBDB = 29694,8,1,Q45416448,6000000074792698909,1,1
Q45365,Wei Xuan,Northern Zhou person CBDB = 31004,8,1,Q15938817,6000000052113812950,1,1
Q45372,Xu Zongyan,Song dynasty person CBDB = 23444,8,2,Q45404304,6000000074769444014,1,1
Q45373,Wei Ji,,9,0,Q45526862,6000000021138478189,1,1
Q45376,Tu Shi,Qing dynasty person CBDB = 29759,7,1,Q45416585,6000000074792543121,1,1
Q45380,Qian Qi,Qing dynasty person CBDB = 29763,7,1,Q45416598,6000000074792953916,1,1
Q45384,Qian Han,Qing dynasty person CBDB = 29764,8,1,Q45416600,6000000074792622010,1,1
Q45397,Wei Wan,Tang dynasty person CBDB = 31038,8,1,Q45418984,6000000075328876030,1,1
Q45401,Wei Kun,Tang dynasty person CBDB = 31039,8,1,Q45418987,6000000075329244839,1,1
Q45405,Wei Sui,Tang dynasty person CBDB = 31040,8,1,Q45418988,6000000075328868110,1,1
Q45409,Wei Yu,Tang dynasty person CBDB = 31041,8,1,Q45418991,6000000075329170968,1,1
Q45416,Ji Juwei,Republic of China person CBDB = 75892,7,1,Q45707642,6000000176831276891,1,1
Q45421,Wei Juyuan,Chinese chancellor,10,1,Q7979759,6000000075328709972,1,1
Q45449,Yang Ding,Northern Zhou person CBDB = 31545,8,1,Q45419888,6000000075336722486,1,1
Q45453,Yang Shigui,Sui dynasty person CBDB = 31432,8,1,Q45419696,6000000075344198903,1,1
Q45465,Yang Sixun,Tang dynasty person CBDB = 31178,8,1,Q45419238,6000000075337877939,1,1
Q45471,Cheng Zhizhang,Qing dynasty person CBDB = 29984,8,1,Q45417003,6000000075326611873,1,1
Q45473,Yang Sizhao,Tang dynasty person CBDB = 31205,8,1,Q45419289,6000000075338108887,1,1
Q45477,Yang Sixuan,Tang dynasty person CBDB = 31206,9,2,Q45419291,6000000075337631126,1,1
Q45481,Yang Sijing,Tang dynasty person CBDB = 31207,8,1,Q45419292,6000000075338239861,1,1
Q45485,Yang Sizhi,Tang dynasty person CBDB = 31201,8,1,Q45419282,6000000075338208841,1,1
Q45489,Yang Sijian,Tang dynasty person CBDB = 31200,8,1,Q45419281,6000000075338193826,1,1
Q45493,Yang Siqian,Tang dynasty person CBDB = 32831,8,1,Q45422257,6000000075337755074,1,1
Q45495,Li Zhongjian,Qing dynasty person CBDB = 30009,8,2,Q45417050,6000000075505988901,1,1
Q45497,Yang Shenming,"son of Yang Chongli, descendant of Emperor Yang of Sui",10,2,Q25926879,6000000075327963267,1,1
Q45501,Yang Shenjin,"son of Yang Chongli, descendant of Emperor Yang of Sui",11,3,Q11118299,6000000075328496910,1,1
Q45505,Yang Shenyu,"son of Yang Chongli, descendant of Emperor Yang of Sui",10,2,Q25926889,6000000075328522861,1,1
Q45512,Lu Hong,Eastern Han Dynasty person CBDB = 33655,7,2,Q45425179,6000000016688518758,1,1
Q45513,Cui Yue,Northern Zhou person CBDB = 31701,9,1,Q11477182,6000000075344309979,1,1
Q45516,Kong Zhen,,6,0,Q22812631,6000000012967336680,1,1
Q45517,Cui Hongdu,Sui dynasty person CBDB = 32211,8,1,Q26197291,6000000075344403900,1,1
Q45521,Cui Churen,Tang dynasty person CBDB = 32284,8,1,Q45421253,6000000075344501867,1,1
Q45529,Yang Fen,Tang dynasty person CBDB = 35372,8,2,Q45426043,6000000075328455899,1,1
Q45533,Xu Zheng,Liang dynasty person CBDB = 30390,7,1,Q45417794,6000000075326897881,1,1
Q45537,Xu Jun,Tang dynasty person CBDB = 30396,8,1,Q45417804,6000000075327007821,1,1
Q45541,Xu Jiao,Tang dynasty person CBDB = 30397,8,1,Q45417806,6000000075326671091,1,1
Q45545,Xu Kun,Tang dynasty person CBDB = 30398,7,1,Q45417808,6000000075326158380,1,1
Q45549,Li Rong,Tang dynasty person CBDB = 194578,7,1,Q45536993,6000000075061479865,1,1
Q45553,Li Ba,Tang dynasty person CBDB = 194579,7,1,Q45537056,6000000075060133299,1,1
Q45561,Li Yue,Tang dynasty person CBDB = 186692,7,1,Q45685492,6000000075061573838,1,1
Q45565,Li Kan,Tang dynasty person CBDB = 186693,8,1,Q45685524,6000000075060927022,1,1
Q45569,Li Qie,Tang dynasty person CBDB = 189356,7,1,Q45556582,6000000075061403974,1,1
Q45573,Li Ding,Tang dynasty person CBDB = 166341,8,1,Q45446474,6000000074735329898,1,1
Q45581,Li Xiaosun,Tang dynasty person CBDB = 32166,7,1,Q45421015,6000000074735660821,1,1
Q45585,Li Yin,Tang dynasty person CBDB = 188570,7,1,Q45509279,6000000074735519894,1,1
Q45629,Li Zhu,Tang dynasty person CBDB = 188627,7,1,Q45512668,6000000075060876007,1,1
Q45633,Li ??,Tang dynasty person CBDB = 188622,7,1,Q45512410,6000000075060797118,1,1
Q45637,Li Xi,Tang dynasty person CBDB = 188633,7,1,Q45513047,6000000075061420832,1,1
Q45641,Li Si,Tang dynasty person CBDB = 188634,7,1,Q45513112,6000000075060141402,1,1
Q45645,Li Chi,Tang dynasty person CBDB = 188645,7,1,Q45513811,6000000075061143920,1,1
Q45649,Li Yi,Tang dynasty person CBDB = 188646,8,1,Q45513874,6000000075061415837,1,1
Q45657,Li Fan,Tang dynasty person CBDB = 188661,8,1,Q45514826,6000000075061458821,1,1
Q45661,Li Zan,Tang dynasty person CBDB = 188663,7,1,Q45514954,6000000075061226892,1,1
Q45665,Li Kang,Tang dynasty person CBDB = 188666,8,1,Q45515141,6000000075061181957,1,1
Q45669,Li Yu,Tang dynasty person CBDB = 188667,7,1,Q45515204,6000000075060842014,1,1
Q45673,Li Zhi,Tang dynasty person CBDB = 188668,7,1,Q45515266,6000000075061281910,1,1
Q45677,Li Shi,daughter of Li Qi Yun,8,2,Q65803743,6000000075060133223,1,1
Q45681,Li Lian,Tang dynasty person CBDB = 188670,8,1,Q45515393,6000000075061369868,1,1
Q45685,Li Qinye,Tang dynasty person CBDB = 188606,7,1,Q45511389,6000000075061236925,1,1
Q45689,Li Qinfu,Tang dynasty person CBDB = 188609,7,1,Q45511578,6000000075061040946,1,1
Q45693,Li Qine,Tang dynasty person CBDB = 188613,7,1,Q45511832,6000000075060141385,1,1
Q45701,Li Cheng,Tang dynasty person CBDB = 188675,7,1,Q45515713,6000000075061250914,1,1
